Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Frost,Talent,Arctic Winds,31675,31674,Rank 2/5,,Increases all Frost damage you cause by 2% and reduces the chance melee and ranged attacks will hit you by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31675,Talent: Arctic Winds; tree row 7
Frost,Talent,Arctic Winds,31676,31674,Rank 3/5,,Increases all Frost damage you cause by 3% and reduces the chance melee and ranged attacks will hit you by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31676,Talent: Arctic Winds; tree row 7
Frost,Talent,Arctic Winds,31677,31674,Rank 4/5,,Increases all Frost damage you cause by 4% and reduces the chance melee and ranged attacks will hit you by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31677,Talent: Arctic Winds; tree row 7
Frost,Talent,Arctic Winds,31678,31674,Rank 5/5,,Increases all Frost damage you cause by 5% and reduces the chance melee and ranged attacks will hit you by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31678,Talent: Arctic Winds; tree row 7
Frost,Talent Ability,Cold Snap,11958,11958,Rank 1/1,,"When activated, this spell finishes the cooldown on all Frost spells you recently cast.",Utility,Utility,480,,,,Cooldown,"DPS, MAJOR, PVE_PVP, UTILITY",https://www.wowhead.com/tbc/spell=11958,Talent-required | Talent: Cold Snap
Frost,Talent,Elemental Precision,29438,29438,Rank 1/3,,Reduces the mana cost and chance targets resist your Frost and Fire spells by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29438,Talent: Elemental Precision; tree row 1
Frost,Talent,Elemental Precision,29439,29438,Rank 2/3,,Reduces the mana cost and chance targets resist your Frost and Fire spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29439,Talent: Elemental Precision; tree row 1
Frost,Talent,Elemental Precision,29440,29438,Rank 3/3,,Reduces the mana cost and chance targets resist your Frost and Fire spells by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29440,Talent: Elemental Precision; tree row 1
Frost,Talent,Empowered Frostbolt,31682,31682,Rank 1/5,,Your Frostbolt spell gains an additional 2% of your bonus spell damage effects and an additional 1% chance to critically strike.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31682,Talent: Empowered Frostbolt; tree row 8
Frost,Talent,Empowered Frostbolt,31683,31682,Rank 2/5,,Your Frostbolt spell gains an additional 4% of your bonus spell damage effects and an additional 2% chance to critically strike.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31683,Talent: Empowered Frostbolt; tree row 8
Frost,Talent,Empowered Frostbolt,31684,31682,Rank 3/5,,Your Frostbolt spell gains an additional 6% of your bonus spell damage effects and an additional 3% chance to critically strike.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31684,Talent: Empowered Frostbolt; tree row 8
Frost,Talent,Empowered Frostbolt,31685,31682,Rank 4/5,,Your Frostbolt spell gains an additional 8% of your bonus spell damage effects and an additional 4% chance to critically strike.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31685,Talent: Empowered Frostbolt; tree row 8
Frost,Talent,Empowered Frostbolt,31686,31682,Rank 5/5,,Your Frostbolt spell gains an additional 10% of your bonus spell damage effects and an additional 5% chance to critically strike.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31686,Talent: Empowered Frostbolt; tree row 8
Frost,Talent,Frost Channeling,11160,11160,Rank 1/3,,Reduces the mana cost of your Frost spells by 5% and reduces the threat caused by your Frost spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11160,Talent: Frost Channeling; tree row 4
Frost,Talent,Frost Channeling,12518,11160,Rank 2/3,,Reduces the mana cost of your Frost spells by 10% and reduces the threat caused by your Frost spells by 7%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12518,Talent: Frost Channeling; tree row 4
Frost,Talent,Frost Channeling,12519,11160,Rank 3/3,,Reduces the mana cost of your Frost spells by 15% and reduces the threat caused by your Frost spells by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12519,Talent: Frost Channeling; tree row 4
Frost,Talent,Frost Warding,11189,11189,Rank 1/2,,"Increases the armor and resistances given by your Frost Armor and Ice Armor spells by 15%. In addition, gives your Frost Ward a 10% chance to reflect Frost spells and effects while active.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11189,Talent: Frost Warding; tree row 1
Frost,Talent,Frost Warding,28332,11189,Rank 2/2,,"Increases the armor and resistances given by your Frost Armor and Ice Armor spells by 30%. In addition, gives your Frost Ward a 20% chance to reflect Frost spells and effects while active.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=28332,Talent: Frost Warding; tree row 1
Frost,Talent,Frostbite,11071,11071,Rank 1/3,,Gives your Chill effects a 5% chance to freeze the target for 5 sec.,Talent Passive,Data only,,5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11071,Talent: Frostbite; tree row 2
Frost,Talent,Frostbite,12496,11071,Rank 2/3,,Gives your Chill effects a 10% chance to freeze the target for 5 sec.,Talent Passive,Data only,,5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12496,Talent: Frostbite; tree row 2
Frost,Talent,Frostbite,12497,11071,Rank 3/3,,Gives your Chill effects a 15% chance to freeze the target for 5 sec.,Talent Passive,Data only,,5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12497,Talent: Frostbite; tree row 2
Frost,Talent,Frozen Core,31667,31667,Rank 1/3,,Reduces the damage taken by Frost and Fire effects by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31667,Talent: Frozen Core; tree row 5
Frost,Talent,Frozen Core,31668,31667,Rank 2/3,,Reduces the damage taken by Frost and Fire effects by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31668,Talent: Frozen Core; tree row 5
Frost,Talent,Frozen Core,31669,31667,Rank 3/3,,Reduces the damage taken by Frost and Fire effects by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31669,Talent: Frozen Core; tree row 5
Frost,Talent Ability,Ice Barrier,11426,11426,Rank 1/1,,"Instantly shields you, absorbing 
455 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,305 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=11426,Talent-required | Talent: Ice Barrier
Frost,Talent Ability,Ice Barrier,13031,11426,Rank 2,46,"Instantly shields you, absorbing 
569 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,360 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=13031,Talent-required
Frost,Talent Ability,Ice Barrier,13032,11426,Rank 3,52,"Instantly shields you, absorbing 
700 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,420 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=13032,Talent-required
Frost,Talent Ability,Ice Barrier,13033,11426,Rank 4,58,"Instantly shields you, absorbing 
842 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,480 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=13033,Talent-required
Frost,Talent Ability,Ice Barrier,27134,11426,Rank 5,64,"Instantly shields you, absorbing 
952 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,495 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=27134,Talent-required
Frost,Talent Ability,Ice Barrier,33405,11426,Rank 6,70,"Instantly shields you, absorbing 
1075 damage. Lasts 1 min. While the shield holds, spells will not be interrupted.",Defensive,Utility,30,60,565 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=33405,Talent-required
Frost,Talent Ability,Ice Block,45438,45438,,30,"You become encased in a block of ice, protecting you from all physical attacks and spells for 10 sec, but during that time you cannot attack, move or cast spells. Also causes Hypothermia, preventing you from recasting Ice Block for 30 sec.",Defensive,Utility,300,10,15 Mana,41425,Cooldown + aura,"DEFENSIVE, HAS_BUFF, IMMUNITY, MAJOR",https://www.wowhead.com/tbc/spell=45438,Talent-required
Frost,Talent,Ice Floes,31670,31670,Rank 1/2,,"Reduces the cooldown of your Cone of Cold, Cold Snap, Ice Barrier and Ice Block spells by 10%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31670,Talent: Ice Floes; tree row 6
Frost,Talent,Ice Floes,31672,31670,Rank 2/2,,"Reduces the cooldown of your Cone of Cold, Cold Snap, Ice Barrier and Ice Block spells by 20%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31672,Talent: Ice Floes; tree row 6
Frost,Talent,Ice Shards,11207,11207,Rank 1/5,,Increases the critical strike damage bonus of your Frost spells by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11207,Talent: Ice Shards; tree row 2
Frost,Talent,Ice Shards,12672,11207,Rank 2/5,,Increases the critical strike damage bonus of your Frost spells by 40%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12672,Talent: Ice Shards; tree row 2
Frost,Talent,Ice Shards,15047,11207,Rank 3/5,,Increases the critical strike damage bonus of your Frost spells by 60%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15047,Talent: Ice Shards; tree row 2
Frost,Talent,Ice Shards,15052,11207,Rank 4/5,,Increases the critical strike damage bonus of your Frost spells by 80%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15052,Talent: Ice Shards; tree row 2
Frost,Talent,Ice Shards,15053,11207,Rank 5/5,,Increases the critical strike damage bonus of your Frost spells by 100%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15053,Talent: Ice Shards; tree row 2
Frost,Talent Ability,Icy Veins,12472,12472,Rank 1/1,,"Hastens your spellcasting, increasing spell casting speed by 20% and gives you 100% chance to avoid interruption caused by damage while casting. Lasts 20 sec.",Offensive,Main,180,20,3% of base mana,,Cooldown + aura,"DPS, HAS_BUFF, MAJOR, PVE",https://www.wowhead.com/tbc/spell=12472,Talent-required | Talent: Icy Veins
Frost,Talent,Improved Blizzard,11185,11185,Rank 1/3,,Adds a chill effect to your Blizzard spell. This effect lowers the target's movement speed by 30%. Lasts 1.50 sec.,Talent Passive,Data only,,1.5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11185,Talent: Improved Blizzard; tree row 3
Frost,Talent,Improved Blizzard,12487,11185,Rank 2/3,,Adds a chill effect to your Blizzard spell. This effect lowers the target's movement speed by 50%. Lasts 1.50 sec.,Talent Passive,Data only,,1.5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12487,Talent: Improved Blizzard; tree row 3
Frost,Talent,Improved Blizzard,12488,11185,Rank 3/3,,Adds a chill effect to your Blizzard spell. This effect lowers the target's movement speed by 65%. Lasts 1.50 sec.,Talent Passive,Data only,,1.5,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12488,Talent: Improved Blizzard; tree row 3
Frost,Talent,Improved Cone of Cold,11190,11190,Rank 1/3,,Increases the damage dealt by your Cone of Cold spell by 15%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11190,Talent: Improved Cone of Cold; tree row 5
Frost,Talent,Improved Cone of Cold,12489,11190,Rank 2/3,,Increases the damage dealt by your Cone of Cold spell by 25%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12489,Talent: Improved Cone of Cold; tree row 5
Frost,Talent,Improved Cone of Cold,12490,11190,Rank 3/3,,Increases the damage dealt by your Cone of Cold spell by 35%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12490,Talent: Improved Cone of Cold; tree row 5
Frost,Talent,Improved Frost Nova,11165,11165,Rank 1/2,,Reduces the cooldown of your Frost Nova spell by 2 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11165,Talent: Improved Frost Nova; tree row 2
Frost,Talent,Improved Frost Nova,12475,11165,Rank 2/2,,Reduces the cooldown of your Frost Nova spell by 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12475,Talent: Improved Frost Nova; tree row 2
Frost,Talent,Improved Frostbolt,11070,11070,Rank 1/5,,Reduces the casting time of your Frostbolt spell by 0.1 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11070,Talent: Improved Frostbolt; tree row 1
Frost,Talent,Improved Frostbolt,12473,11070,Rank 2/5,,Reduces the casting time of your Frostbolt spell by 0.2 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12473,Talent: Improved Frostbolt; tree row 1
Frost,Talent,Improved Frostbolt,16763,11070,Rank 3/5,,Reduces the casting time of your Frostbolt spell by 0.3 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16763,Talent: Improved Frostbolt; tree row 1
Frost,Talent,Improved Frostbolt,16765,11070,Rank 4/5,,Reduces the casting time of your Frostbolt spell by 0.4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16765,Talent: Improved Frostbolt; tree row 1
Frost,Talent,Improved Frostbolt,16766,11070,Rank 5/5,,Reduces the casting time of your Frostbolt spell by 0.5 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16766,Talent: Improved Frostbolt; tree row 1
Frost,Talent,Permafrost,11175,11175,Rank 1/3,,Increases the duration of your Chill effects by 1 sec and reduces the target's speed by an additional 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11175,Talent: Permafrost; tree row 2
Frost,Talent,Permafrost,12569,11175,Rank 2/3,,Increases the duration of your Chill effects by 2 secs and reduces the target's speed by an additional 7%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12569,Talent: Permafrost; tree row 2
Frost,Talent,Permafrost,12571,11175,Rank 3/3,,Increases the duration of your Chill effects by 3 secs and reduces the target's speed by an additional 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12571,Talent: Permafrost; tree row 2
Frost,Talent,Piercing Ice,11151,11151,Rank 1/3,,Increases the damage done by your Frost spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11151,Talent: Piercing Ice; tree row 3
Frost,Talent,Piercing Ice,12952,11151,Rank 2/3,,Increases the damage done by your Frost spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12952,Talent: Piercing Ice; tree row 3
Frost,Talent,Piercing Ice,12953,11151,Rank 3/3,,Increases the damage done by your Frost spells by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12953,Talent: Piercing Ice; tree row 3
Frost,Talent,Shatter,11170,11170,Rank 1/5,,Increases the critical strike chance of all your spells against frozen targets by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11170,Talent: Shatter; tree row 4
Frost,Talent,Shatter,12982,11170,Rank 2/5,,Increases the critical strike chance of all your spells against frozen targets by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12982,Talent: Shatter; tree row 4
Frost,Talent,Shatter,12983,11170,Rank 3/5,,Increases the critical strike chance of all your spells against frozen targets by 30%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12983,Talent: Shatter; tree row 4
Frost,Talent,Shatter,12984,11170,Rank 4/5,,Increases the critical strike chance of all your spells against frozen targets by 40%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12984,Talent: Shatter; tree row 4
Frost,Talent,Shatter,12985,11170,Rank 5/5,,Increases the critical strike chance of all your spells against frozen targets by 50%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12985,Talent: Shatter; tree row 4
Frost,Talent Ability,Summon Water Elemental,31687,31687,Rank 1/1,,Summon a Water Elemental to fight for the caster for 45 sec.,Pet,Main,180,45,16% of base mana,,Cooldown,"DPS, MAJOR, PET_SUMMON, PET_SUMMON_TEMP, PVE",https://www.wowhead.com/tbc/spell=31687,Talent-required | Talent: Summon Water Elemental
Frost,Talent,Winter's Chill,11180,11180,Rank 1/5,,"Gives your Frost damage spells a 20% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. Stacks up to 5 times.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11180,Talent: Winter's Chill; tree row 6
Frost,Talent,Winter's Chill,28592,11180,Rank 2/5,,"Gives your Frost damage spells a 40% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. Stacks up to 5 times.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=28592,Talent: Winter's Chill; tree row 6
Frost,Talent,Winter's Chill,28593,11180,Rank 3/5,,"Gives your Frost damage spells a 60% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. Stacks up to 5 times.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=28593,Talent: Winter's Chill; tree row 6
Frost,Talent,Winter's Chill,28594,11180,Rank 4/5,,"Gives your Frost damage spells a 80% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. Stacks up to 5 times.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=28594,Talent: Winter's Chill; tree row 6
Frost,Talent,Winter's Chill,28595,11180,Rank 5/5,,"Gives your Frost damage spells a 100% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. Stacks up to 5 times.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=28595,Talent: Winter's Chill; tree row 6
"Frost, Arcane",Ability,Frostbolt,116,116,Rank 1,4,"Launches a bolt of frost at the enemy, causing 
20 to 
22 Frost damage and slowing movement speed by 40% for 5 sec.",Offensive,Main,0,5,25 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=116,
"Frost, Arcane",Ability,Frostbolt,205,116,Rank 2,8,"Launches a bolt of frost at the enemy, causing 
33 to 
38 Frost damage and slowing movement speed by 40% for 6 sec.",Offensive,Main,0,6,35 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=205,
"Frost, Arcane",Ability,Frostbolt,837,116,Rank 3,14,"Launches a bolt of frost at the enemy, causing 
54 to 
61 Frost damage and slowing movement speed by 40% for 6 sec.",Offensive,Main,0,6,50 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=837,
"Frost, Arcane",Ability,Frostbolt,7322,116,Rank 4,20,"Launches a bolt of frost at the enemy, causing 
78 to 
87 Frost damage and slowing movement speed by 40% for 7 sec.",Offensive,Main,0,7,65 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=7322,
"Frost, Arcane",Ability,Frostbolt,8406,116,Rank 5,26,"Launches a bolt of frost at the enemy, causing 
132 to 
144 Frost damage and slowing movement speed by 40% for 7 sec.",Offensive,Main,0,7,100 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=8406,
"Frost, Arcane",Ability,Frostbolt,8407,116,Rank 6,32,"Launches a bolt of frost at the enemy, causing 
180 to 
197 Frost damage and slowing movement speed by 40% for 8 sec.",Offensive,Main,0,8,130 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=8407,
"Frost, Arcane",Ability,Frostbolt,8408,116,Rank 7,38,"Launches a bolt of frost at the enemy, causing 
235 to 
255 Frost damage and slowing movement speed by 40% for 8 sec.",Offensive,Main,0,8,160 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=8408,
"Frost, Arcane",Ability,Frostbolt,10179,116,Rank 8,44,"Launches a bolt of frost at the enemy, causing 
301 to 
326 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,195 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=10179,
"Frost, Arcane",Ability,Frostbolt,10180,116,Rank 9,50,"Launches a bolt of frost at the enemy, causing 
363 to 
394 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,225 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=10180,
"Frost, Arcane",Ability,Frostbolt,10181,116,Rank 10,56,"Launches a bolt of frost at the enemy, causing 
440 to 
475 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,260 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=10181,
"Frost, Arcane",Ability,Frostbolt,25304,116,Rank 11,60,"Launches a bolt of frost at the enemy, causing 
527 to 
568 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,290 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=25304,
"Frost, Arcane",Ability,Frostbolt,27071,116,Rank 12,63,"Launches a bolt of frost at the enemy, causing 
548 to 
591 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,300 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=27071,
"Frost, Arcane",Ability,Frostbolt,27072,116,Rank 13,69,"Launches a bolt of frost at the enemy, causing 
600 to 
647 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,330 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=27072,
"Frost, Arcane",Ability,Frostbolt,38697,116,Rank 14,70,"Launches a bolt of frost at the enemy, causing 
630 to 
680 Frost damage and slowing movement speed by 40% for 9 sec.",Offensive,Main,0,9,345 Mana,,Cooldown,"DPS, FILLER, PVE_PVP",https://www.wowhead.com/tbc/spell=38697,
